ID;Loan Duration;Credit history;Purpose;Loan Amount;Savings Account;Length of Current Employment;Installment Rate as % of Income;Guarantors;Length of Current Property Residence;Age;Housing;Number of existing loans;Job;Number of dependants;foreign worker;Sex;status;Target2;Target
636;12;Existing Credits Paid Back Duly Till Now;Education;1393;Less than 100 DM;more than 6 years;4;None;4;47;Ownership;3;Skilled;2;Yes;male;single;1;[354, 835, 81, 726, 823, 925, 588, 422, 485, 581, 20, 619, 891, 398]
637;24;Existing Credits Paid Back Duly Till Now;Radio/TV;1376;500-1000 DM;4-6 years;4;None;1;28;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[533, 764, 872, 847, 245, 508, 965, 481, 455, 269, 248, 579, 534, 500]
638;60;Delay in Paying Off in the Past;Radio/TV;15653;Less than 100 DM;4-6 years;2;None;4;21;Ownership;2;Skilled;1;Yes;male;single;1;[887, 714, 915, 63, 333, 832, 744, 295, 226, 395, 134, 616, 945, 57]
639;12;Existing Credits Paid Back Duly Till Now;Radio/TV;1493;Less than 100 DM;less than 1 year;4;None;3;34;Ownership;1;Skilled;2;Yes;female;divorced/separated/married;1;[307, 34, 244, 238, 92, 991, 720, 462, 663, 394, 128, 195, 45, 170]
640;42;Delay in Paying Off in the Past;Radio/TV;4370;Less than 100 DM;4-6 years;3;None;2;26;Ownership;2;Skilled;2;Yes;male;single;2;[35, 999, 273, 242, 789, 286, 11, 780, 194, 998, 667, 152, 145, 476]
641;18;Existing Credits Paid Back Duly Till Now;Education;750;Less than 100 DM;Unemployed;4;None;1;27;Ownership;1;Unemployed / Unskilled  - Non-Resident;1;Yes;female;divorced/separated/married;2;[679, 385, 866, 86, 276, 319, 521, 364, 120, 819, 698, 834, 751, 58]
642;15;Existing Credits Paid Back Duly Till Now;Repairs;1308;Less than 100 DM;more than 6 years;4;None;4;38;Ownership;2;Unskilled - Resident;1;Yes;male;single;1;[478, 26, 440, 765, 204, 649, 126, 443, 699, 656, 903, 957, 709, 529]
643;15;Existing Credits Paid Back Duly Till Now;Education;4623;100-500 DM;1-3 years;3;None;2;40;Ownership;1;Highly Skilled;1;Yes;male;single;2;[352, 369, 947, 699, 950, 969, 361, 400, 440, 990, 100, 919, 903, 641]
644;24;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1851;Less than 100 DM;4-6 years;4;Guarantor;2;33;Ownership;2;Skilled;1;Yes;male;married/widowed;1;[758, 580, 498, 894, 825, 185, 621, 559, 401, 644, 710, 390, 526, 318]
645;18;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1880;Less than 100 DM;4-6 years;4;None;1;32;Ownership;2;Highly Skilled;1;Yes;male;married/widowed;1;[710, 621, 474, 682, 717, 376, 559, 598, 185, 853, 166, 608, 216, 749]
646;36;Delay in Paying Off in the Past;Business;7980;No Savings Account;less than 1 year;4;None;4;27;Rented;2;Skilled;1;Yes;male;single;2;[983, 812, 771, 291, 113, 131, 805, 180, 17, 496, 70, 736, 953, 57]
647;30;No Credits Taken / All Credits Paid Back Duly;Furniture/Equipment;4583;Less than 100 DM;1-3 years;2;Guarantor;2;32;Ownership;2;Skilled;1;Yes;male;divorced/separated;1;[542, 687, 583, 530, 315, 528, 766, 328, 141, 993, 910, 511, 735, 181]
648;12;Existing Credits Paid Back Duly Till Now;New car;1386;500-1000 DM;1-3 years;2;None;2;26;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;2;[424, 171, 673, 435, 41, 810, 661, 792, 820, 60, 434, 52, 389, 821]
649;24;Existing Credits Paid Back Duly Till Now;New car;947;Less than 100 DM;4-6 years;4;None;3;38;Free Housing;1;Skilled;2;Yes;male;single;2;[302, 503, 158, 380, 369, 772, 198, 790, 919, 453, 262, 284, 160, 267]
650;12;Existing Credits Paid Back Duly Till Now;Education;684;Less than 100 DM;1-3 years;4;None;4;40;Rented;1;Unskilled - Resident;2;Yes;male;single;2;[126, 478, 26, 443, 641, 903, 656, 440, 532, 27, 204, 529, 699, 765]
651;48;Existing Credits Paid Back Duly Till Now;Education;7476;Less than 100 DM;4-6 years;4;None;1;50;Free Housing;1;Highly Skilled;1;Yes;male;single;1;[788, 373, 95, 374, 522, 378, 808, 813, 701, 44, 115, 814, 29, 294]
652;12;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;1922;Less than 100 DM;1-3 years;4;None;2;37;Ownership;1;Unskilled - Resident;1;Yes;male;single;2;[709, 38, 316, 473, 25, 997, 493, 990, 566, 344, 361, 463, 265, 947]
653;24;Existing Credits Paid Back Duly Till Now;New car;2303;Less than 100 DM;more than 6 years;4;Co-applicant;1;45;Ownership;1;Skilled;1;Yes;male;single;2;[948, 899, 298, 399, 404, 839, 940, 631, 539, 901, 712, 668, 961, 545]
654;36;Delay in Paying Off in the Past;New car;8086;100-500 DM;more than 6 years;2;None;4;42;Ownership;4;Highly Skilled;1;Yes;male;single;2;[902, 854, 509, 87, 18, 818, 615, 304, 73, 828, 205, 538, 870, 3]
655;24;Critical Account / Other Credits Existing at Other Bank;Used car;2346;Less than 100 DM;4-6 years;4;None;3;35;Ownership;2;Skilled;1;Yes;male;single;1;[256, 567, 963, 845, 322, 453, 198, 904, 160, 284, 597, 192, 253, 827]
656;14;Existing Credits Paid Back Duly Till Now;New car;3973;Less than 100 DM;Unemployed;1;None;4;22;Free Housing;1;Skilled;1;Yes;male;single;1;[425, 342, 585, 992, 367, 746, 296, 420, 82, 280, 831, 249, 865, 926]
657;12;Existing Credits Paid Back Duly Till Now;New car;888;Less than 100 DM;more than 6 years;4;None;4;41;Ownership;1;Unskilled - Resident;2;Yes;male;single;2;[443, 529, 126, 532, 649, 478, 26, 27, 641, 699, 440, 765, 903, 969]
658;48;Existing Credits Paid Back Duly Till Now;Radio/TV;10222;No Savings Account;4-6 years;4;None;3;37;Ownership;1;Skilled;1;Yes;male;single;1;[272, 549, 921, 927, 78, 685, 563, 829, 973, 375, 672, 5, 285, 938]
659;30;No Credits Taken / All Credits Paid Back Duly;Business;4221;Less than 100 DM;1-3 years;2;None;1;28;Ownership;2;Skilled;1;Yes;female;divorced/separated/married;1;[118, 468, 320, 9, 69, 753, 951, 578, 907, 603, 735, 384, 225, 230]
660;18;Critical Account / Other Credits Existing at Other Bank;Furniture/Equipment;6361;Less than 100 DM;more than 6 years;2;None;1;41;Ownership;1;Skilled;1;Yes;male;single;1;[387, 268, 971, 791, 106, 48, 42, 292, 833, 520, 939, 884, 199, 80]
661;12;Existing Credits Paid Back Duly Till Now;Radio/TV;1297;Less than 100 DM;1-3 years;3;None;4;23;Rented;1;Skilled;1;Yes;male;married/widowed;1;[540, 203, 363, 436, 905, 309, 752, 513, 979, 104, 795, 47, 155, 721]
662;12;Existing Credits Paid Back Duly Till Now;New car;900;No Savings Account;1-3 years;4;None;2;23;Ownership;1;Skilled;1;Yes;male;married/widowed;2;[435, 254, 434, 821, 52, 67, 964, 39, 647, 41, 810, 102, 632, 424]
663;21;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;2241;Less than 100 DM;more than 6 years;4;None;2;50;Ownership;2;Skilled;1;Yes;male;single;1;[843, 560, 183, 793, 773, 702, 607, 796, 227, 190, 326, 289, 4, 989]
664;6;Delay in Paying Off in the Past;Furniture/Equipment;1050;Less than 100 DM;Unemployed;4;None;1;35;Ownership;2;Highly Skilled;1;Yes;male;single;1;[720, 128, 432, 195, 45, 92, 238, 244, 394, 159, 307, 362, 638, 711]
665;6;Critical Account / Other Credits Existing at Other Bank;Education;1047;Less than 100 DM;1-3 years;2;None;4;50;Ownership;1;Unskilled - Resident;1;Yes;female;divorced/separated/married;1;[695, 750, 611, 281, 277, 241, 486, 147, 994, 231, 84, 177, 502, 200]
666;24;Critical Account / Other Credits Existing at Other Bank;Used car;6314;Less than 100 DM;Unemployed;4;Co-applicant;2;27;Ownership;2;Highly Skilled;1;Yes;male;single;1;[988, 108, 51, 9, 153, 320, 860, 753, 202, 658, 384, 748, 525, 477]
667;30;All Credits at This Bank Paid Back Duly;Furniture/Equipment;3496;More than 1000 DM;1-3 years;4;None;2;34;Ownership;1;Skilled;2;Yes;male;single;1;[863, 676, 253, 886, 192, 223, 963, 845, 567, 469, 564, 597, 599, 371]
668;48;All Credits at This Bank Paid Back Duly;Business;3609;Less than 100 DM;1-3 years;1;None;1;27;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[286, 273, 999, 145, 11, 242, 1, 706, 35, 789, 639, 444, 332, 677]
669;12;Critical Account / Other Credits Existing at Other Bank;New car;4843;Less than 100 DM;more than 6 years;3;Co-applicant;4;43;Rented;2;Skilled;1;Yes;male;single;2;[900, 940, 867, 539, 948, 908, 345, 399, 693, 479, 899, 206, 631, 298]
670;30;Critical Account / Other Credits Existing at Other Bank;Radio/TV;3017;Less than 100 DM;more than 6 years;4;None;4;47;Ownership;1;Skilled;1;Yes;male;single;1;[956, 214, 65, 989, 683, 289, 978, 317, 212, 607, 397, 958, 961, 702]
671;24;Critical Account / Other Credits Existing at Other Bank;Business;4139;100-500 DM;1-3 years;3;None;3;27;Ownership;2;Unskilled - Resident;1;Yes;male;single;1;[477, 311, 31, 202, 748, 558, 620, 338, 384, 142, 860, 174, 408, 366]
672;36;Existing Credits Paid Back Duly Till Now;Business;5742;100-500 DM;4-6 years;2;None;2;31;Ownership;2;Skilled;1;Yes;male;single;1;[511, 840, 328, 131, 993, 530, 116, 968, 583, 981, 444, 789, 528, 141]
673;60;Existing Credits Paid Back Duly Till Now;New car;10366;Less than 100 DM;more than 6 years;2;None;4;42;Ownership;1;Highly Skilled;1;Yes;male;single;1;[938, 78, 927, 310, 829, 973, 538, 549, 685, 657, 304, 272, 563, 921]
674;6;Critical Account / Other Credits Existing at Other Bank;New car;2080;500-1000 DM;1-3 years;1;None;2;24;Ownership;1;Skilled;1;Yes;male;married/widowed;1;[792, 41, 60, 810, 820, 647, 913, 329, 435, 510, 52, 434, 358, 389]
675;21;Delay in Paying Off in the Past;Business;2580;500-1000 DM;less than 1 year;4;None;2;41;Ownership;1;Unskilled - Resident;2;Yes;male;single;2;[591, 977, 545, 830, 182, 742, 404, 594, 851, 884, 406, 890, 901, 786]
676;30;Critical Account / Other Credits Existing at Other Bank;Radio/TV;4530;Less than 100 DM;4-6 years;4;None;4;26;Rented;1;Highly Skilled;1;Yes;female;divorced/separated/married;1;[739, 43, 417, 384, 753, 477, 202, 311, 208, 860, 670, 153, 748, 912]
677;24;Critical Account / Other Credits Existing at Other Bank;Furniture/Equipment;5150;Less than 100 DM;more than 6 years;4;None;4;33;Ownership;1;Skilled;1;Yes;male;single;1;[863, 666, 371, 730, 223, 599, 886, 253, 192, 914, 469, 845, 597, 963]
678;72;Existing Credits Paid Back Duly Till Now;Radio/TV;5595;100-500 DM;1-3 years;2;None;2;24;Ownership;1;Skilled;1;Yes;male;married/widowed;2;[332, 255, 134, 616, 130, 706, 444, 295, 226, 945, 1, 569, 116, 968]
679;24;Existing Credits Paid Back Duly Till Now;Radio/TV;2384;Less than 100 DM;more than 6 years;4;None;4;64;Rented;1;Unskilled - Resident;1;Yes;male;single;1;[838, 213, 465, 237, 179, 487, 541, 781, 13, 360, 438, 784, 624, 715]
680;18;Existing Credits Paid Back Duly Till Now;Radio/TV;1453;Less than 100 DM;less than 1 year;3;None;1;26;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[640, 866, 521, 120, 385, 86, 319, 364, 276, 634, 751, 58, 819, 614]
681;6;Existing Credits Paid Back Duly Till Now;Education;1538;Less than 100 DM;less than 1 year;1;None;2;56;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[885, 300, 754, 91, 246, 94, 584, 396, 209, 448, 72, 967, 379, 200]
682;12;Existing Credits Paid Back Duly Till Now;Radio/TV;2279;No Savings Account;1-3 years;4;None;4;37;Free Housing;1;Skilled;1;Yes;male;single;1;[757, 997, 493, 265, 463, 377, 625, 566, 759, 803, 271, 852, 365, 119]
683;15;Delay in Paying Off in the Past;Radio/TV;1478;Less than 100 DM;1-3 years;4;None;3;33;Ownership;2;Skilled;1;Yes;male;married/widowed;1;[474, 376, 710, 644, 621, 717, 166, 185, 608, 853, 749, 318, 559, 464]
684;24;Critical Account / Other Credits Existing at Other Bank;Radio/TV;5103;Less than 100 DM;less than 1 year;3;None;3;47;Free Housing;3;Skilled;1;Yes;male;married/widowed;1;[317, 958, 669, 978, 397, 956, 961, 989, 65, 211, 289, 214, 901, 80]
685;36;Delay in Paying Off in the Past;Business;9857;100-500 DM;4-6 years;1;None;3;31;Ownership;2;Unskilled - Resident;2;Yes;male;single;1;[895, 450, 57, 274, 70, 180, 291, 832, 496, 744, 395, 763, 983, 63]
686;60;Existing Credits Paid Back Duly Till Now;New car;6527;No Savings Account;1-3 years;4;None;4;34;Free Housing;1;Skilled;2;Yes;male;single;1;[973, 549, 829, 78, 657, 927, 375, 272, 921, 672, 563, 938, 310, 5]
687;10;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1347;No Savings Account;4-6 years;4;None;2;27;Ownership;2;Skilled;1;Yes;male;single;1;[409, 207, 89, 553, 627, 490, 383, 878, 745, 510, 260, 329, 499, 403]
688;36;Delay in Paying Off in the Past;New car;2862;100-500 DM;more than 6 years;4;None;3;30;Free Housing;1;Skilled;1;Yes;male;single;1;[315, 528, 141, 993, 530, 328, 583, 181, 840, 877, 735, 148, 603, 578]
689;9;Existing Credits Paid Back Duly Till Now;Radio/TV;2753;100-500 DM;more than 6 years;3;Co-applicant;4;35;Ownership;1;Skilled;1;Yes;male;single;1;[232, 37, 162, 461, 876, 114, 365, 138, 506, 109, 799, 447, 625, 28]
690;12;Existing Credits Paid Back Duly Till Now;New car;3651;More than 1000 DM;1-3 years;1;None;3;31;Ownership;1;Skilled;2;Yes;male;single;1;[421, 916, 962, 874, 53, 621, 185, 894, 559, 278, 767, 275, 318, 898]
691;15;Critical Account / Other Credits Existing at Other Bank;Furniture/Equipment;975;Less than 100 DM;1-3 years;2;None;3;25;Ownership;2;Skilled;1;Yes;male;divorced/separated;1;[698, 276, 819, 132, 385, 920, 243, 480, 86, 319, 439, 575, 576, 768]
692;15;Existing Credits Paid Back Duly Till Now;Repairs;2631;100-500 DM;1-3 years;3;None;2;25;Ownership;1;Unskilled - Resident;1;Yes;female;divorced/separated/married;1;[834, 480, 751, 573, 783, 58, 722, 385, 276, 548, 319, 614, 873, 12]
693;24;Existing Credits Paid Back Duly Till Now;Radio/TV;2896;100-500 DM;less than 1 year;2;None;1;29;Ownership;1;Skilled;1;Yes;male;single;1;[235, 50, 279, 935, 40, 694, 984, 426, 841, 442, 88, 408, 959, 946]
694;6;Critical Account / Other Credits Existing at Other Bank;New car;4716;No Savings Account;less than 1 year;1;None;3;44;Ownership;2;Unskilled - Resident;2;Yes;male;single;1;[867, 738, 940, 668, 412, 176, 335, 206, 929, 399, 345, 900, 539, 298]
695;24;Existing Credits Paid Back Duly Till Now;Radio/TV;2284;Less than 100 DM;4-6 years;4;None;2;28;Ownership;1;Skilled;1;Yes;male;single;1;[408, 279, 366, 174, 442, 235, 841, 692, 636, 558, 50, 240, 872, 764]
696;6;Existing Credits Paid Back Duly Till Now;Used car;1236;500-1000 DM;1-3 years;2;None;4;50;Rented;1;Skilled;1;Yes;male;single;1;[664, 750, 611, 241, 486, 281, 277, 231, 994, 84, 147, 177, 200, 502]
697;12;Existing Credits Paid Back Duly Till Now;Radio/TV;1103;Less than 100 DM;4-6 years;4;Guarantor;3;29;Ownership;2;Skilled;1;No;male;single;1;[270, 173, 850, 314, 140, 941, 351, 247, 515, 806, 897, 407, 290, 906]
698;12;Critical Account / Other Credits Existing at Other Bank;New car;926;Less than 100 DM;Unemployed;1;None;2;38;Ownership;1;Unemployed / Unskilled  - Non-Resident;1;Yes;female;divorced/separated/married;1;[734, 146, 271, 135, 617, 586, 957, 856, 747, 103, 875, 119, 215, 377]
699;18;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1800;Less than 100 DM;1-3 years;4;None;2;24;Ownership;2;Skilled;1;Yes;male;single;1;[819, 690, 276, 385, 319, 132, 86, 640, 920, 364, 480, 679, 575, 834]
700;15;Existing Credits Paid Back Duly Till Now;Education;1905;Less than 100 DM;more than 6 years;4;None;4;40;Rented;1;Highly Skilled;1;Yes;male;single;1;[440, 649, 443, 903, 641, 126, 478, 656, 532, 969, 765, 947, 26, 204]
701;12;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;1123;500-1000 DM;1-3 years;4;None;4;29;Rented;1;Unskilled - Resident;1;Yes;female;divorced/separated/married;2;[14, 531, 582, 197, 979, 10, 985, 869, 337, 809, 721, 82, 104, 817]
702;48;Critical Account / Other Credits Existing at Other Bank;Used car;6331;Less than 100 DM;more than 6 years;4;None;4;46;Free Housing;2;Skilled;1;Yes;male;single;2;[814, 3, 294, 115, 509, 828, 615, 650, 854, 87, 788, 304, 373, 538]
703;24;Existing Credits Paid Back Duly Till Now;Radio/TV;1377;100-500 DM;more than 6 years;4;None;2;47;Free Housing;1;Skilled;1;Yes;female;divorced/separated/married;1;[560, 289, 844, 843, 662, 989, 607, 133, 978, 183, 796, 65, 712, 956]
704;30;Delay in Paying Off in the Past;Business;2503;100-500 DM;more than 6 years;4;None;2;41;Ownership;2;Skilled;1;Yes;male;single;1;[996, 742, 594, 890, 497, 786, 716, 121, 884, 406, 833, 791, 182, 659]
705;27;Existing Credits Paid Back Duly Till Now;Business;2528;Less than 100 DM;less than 1 year;4;None;1;32;Ownership;1;Skilled;2;Yes;female;divorced/separated/married;1;[321, 855, 974, 918, 577, 169, 15, 740, 755, 414, 718, 547, 327, 433]
706;15;Existing Credits Paid Back Duly Till Now;New car;5324;500-1000 DM;more than 6 years;1;None;4;35;Free Housing;1;Skilled;1;Yes;female;divorced/separated/married;1;[826, 189, 543, 785, 537, 452, 97, 737, 457, 30, 324, 876, 749, 824]
707;48;Existing Credits Paid Back Duly Till Now;New car;6560;100-500 DM;4-6 years;3;None;2;24;Ownership;1;Skilled;1;Yes;male;single;2;[332, 1, 667, 677, 286, 130, 444, 145, 255, 11, 999, 273, 789, 134]
708;12;No Credits Taken / All Credits Paid Back Duly;Furniture/Equipment;2969;Less than 100 DM;less than 1 year;4;None;3;25;Rented;2;Skilled;1;Yes;female;divorced/separated/married;2;[761, 809, 985, 831, 926, 386, 197, 10, 727, 221, 746, 296, 372, 249]
709;9;Existing Credits Paid Back Duly Till Now;Radio/TV;1206;Less than 100 DM;more than 6 years;4;None;4;25;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[934, 308, 102, 836, 550, 12, 610, 931, 604, 471, 67, 632, 188, 873]
710;9;Existing Credits Paid Back Duly Till Now;Radio/TV;2118;Less than 100 DM;1-3 years;2;None;2;37;Ownership;1;Unskilled - Resident;2;Yes;male;single;1;[651, 316, 473, 957, 997, 25, 493, 463, 204, 38, 856, 641, 990, 361]
711;18;Critical Account / Other Credits Existing at Other Bank;Radio/TV;629;500-1000 DM;more than 6 years;4;None;3;32;Ownership;2;Highly Skilled;1;Yes;male;single;1;[474, 621, 644, 682, 376, 717, 185, 559, 318, 853, 166, 608, 598, 749]
712;6;All Credits at This Bank Paid Back Duly;Education;1198;Less than 100 DM;more than 6 years;4;None;4;35;Free Housing;1;Skilled;1;Yes;female;divorced/separated/married;2;[519, 349, 803, 759, 103, 432, 852, 195, 377, 45, 238, 92, 362, 663]
713;21;Existing Credits Paid Back Duly Till Now;Used car;2476;No Savings Account;more than 6 years;4;None;4;46;Ownership;1;Highly Skilled;1;Yes;male;single;1;[839, 961, 844, 609, 978, 631, 133, 289, 989, 539, 298, 652, 149, 427]
714;9;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1138;Less than 100 DM;1-3 years;4;None;4;25;Ownership;2;Unskilled - Resident;1;Yes;male;single;1;[762, 741, 574, 313, 39, 52, 434, 821, 435, 201, 964, 661, 548, 810]
715;60;Existing Credits Paid Back Duly Till Now;New car;14027;Less than 100 DM;4-6 years;4;None;2;27;Ownership;1;Highly Skilled;1;Yes;male;single;2;[887, 637, 63, 915, 832, 333, 744, 295, 226, 395, 134, 616, 945, 57]
716;30;Critical Account / Other Credits Existing at Other Bank;Used car;7596;No Savings Account;more than 6 years;1;None;4;63;Ownership;2;Skilled;1;Yes;male;single;1;[784, 213, 846, 917, 838, 678, 179, 779, 624, 237, 465, 487, 760, 606]
717;30;Critical Account / Other Credits Existing at Other Bank;Radio/TV;3077;No Savings Account;more than 6 years;3;None;2;40;Ownership;2;Skilled;2;Yes;male;single;1;[996, 239, 301, 74, 822, 882, 703, 46, 368, 889, 392, 880, 791, 164]
718;18;Existing Credits Paid Back Duly Till Now;Radio/TV;1505;Less than 100 DM;1-3 years;4;None;2;32;Free Housing;1;Highly Skilled;1;Yes;male;single;1;[853, 608, 644, 376, 474, 166, 710, 464, 749, 682, 621, 598, 559, 216]
719;24;Critical Account / Other Credits Existing at Other Bank;Radio/TV;3148;No Savings Account;1-3 years;3;None;2;31;Ownership;2;Skilled;1;Yes;male;single;1;[914, 19, 740, 949, 299, 794, 223, 942, 918, 599, 547, 169, 321, 984]
720;20;No Credits Taken / All Credits Paid Back Duly;Used car;6148;100-500 DM;more than 6 years;3;None;4;31;Ownership;2;Skilled;1;Yes;male;married/widowed;1;[454, 371, 599, 730, 32, 459, 914, 949, 107, 794, 19, 676, 959, 946]
721;9;No Credits Taken / All Credits Paid Back Duly;Radio/TV;1337;Less than 100 DM;less than 1 year;4;None;2;34;Ownership;2;Highly Skilled;1;Yes;male;single;2;[663, 128, 195, 45, 432, 92, 238, 394, 244, 638, 307, 34, 362, 159]
